conv,country,drop_kicks,opposition,penalties,player,points,position,result,tries
0,Eng,0,France,0,JAW Haskell,0,(F),won,0
0,Fra,0,England,0,C Heymans,0,W,lost,0
0,Fra,0,England,0,Y Jauzion,0,C,lost,0
0,Fra,0,England,0,B Kayser,0,(H),lost,0
0,Eng,0,France,0,NJ Kennedy,0,(L),won,0
0,Fra,0,England,0,S Marconnet,0,P,lost,0
0,Eng,0,France,0,LA Mears,0,H,won,0
0,Fra,0,England,0,M Medard,0,FB,lost,0
0,Eng,0,France,0,UCC Monye,0,W,won,0
0,Fra,0,England,0,L Nallet,0,L,lost,0
0,Fra,0,England,0,MRJ Parra,0,SH,lost,0
0,Fra,0,England,0,LGP Picamoles,0,(N8),lost,0
0,Eng,0,France,0,SD Shaw,0,L,won,0
0,Eng,0,France,0,AJ Sheridan,0,P,won,0
0,Eng,0,France,0,MJM Tait,0,(W),won,0
0,Fra,0,England,0,J Thion,0,L,lost,0
0,Fra,0,England,0,S Tillous-Borde,0,(SH),lost,0
0,Eng,0,France,0,MJ Tindall,0,C,won,0
0,Fra,0,England,0,D Traille,0,(C),lost,0
0,Fra,0,England,0,F Trinh-Duc,0,FH,lost,0
0,Eng,0,France,0,PJ Vickery,0,P,won,0
0,Eng,0,France,0,JM White,0,(P),won,0
0,Spain,0,Portugal,0,G Barcena Perotas,0,(L),lost,0
0,Spain,0,Portugal,0,C Bernasconi Rivera,0,L,lost,0
0,Spain,0,Portugal,0,JM Bohorquez Gomez Millan,0,H,lost,0
0,Spain,0,Portugal,0,J Canosa Schack,0,C,lost,0
0,Spain,0,Portugal,0,J Cano Rodriguez-Arias,0,W,lost,0
0,Port,0,Spain,0,JCGO Correia,0,H,won,0
0,Spain,0,Portugal,0,D Elgoyhen Sanchez,0,N8,lost,0
0,Port,0,Spain,0,AATG Esteves,0,(W),won,0
0,Spain,0,Portugal,0,L Fernandez-Aramburu Rdgez,0,L,lost,0
0,Port,0,Spain,0,GFG Foro,0,W,won,0
0,Spain,0,Portugal,0,J Gonzalez Goicoechea,0,F,lost,0
0,Spain,0,Portugal,0,S Guerrero Esteban,0,(L),lost,0
0,Spain,0,Portugal,0,I Insausti Jimenez,0,P,lost,0
0,Port,0,Spain,0,JHC Junior,0,(P),won,0
0,Spain,0,Portugal,0,M Lopez Herrero,0,SH,lost,0
0,Spain,0,Portugal,0,M Lopez Herrero,0,(SH),lost,0
0,Spain,0,Portugal,0,IA Martin Goenaga,0,W,lost,0
0,Port,0,Spain,0,D Mateus,0,W,won,0
0,Port,0,Spain,0,DP Mateus,0,C,won,0
0,Spain,0,Portugal,0,JM Nava de Olano,0,C,lost,0
0,Port,0,Spain,0,SCSP Palha,0,F,won,0
0,Port,0,Spain,0,D Penalva,0,L,won,0
0,Spain,0,Portugal,0,M Pinto Ferrer,0,(H),lost,0
0,Port,0,Spain,0,JMD Pinto Neves,0,SH,won,0
0,Spain,0,Portugal,0,J Salazar Lizarraga,0,P,lost,0
0,Port,0,Spain,0,J Severino Somoza,0,(L),won,0
0,Port,0,Spain,0,PJA Silva,0,C,won,0
0,Port,0,Spain,0,RC Spachuk,0,P,won,0
0,Spain,0,Portugal,0,J Tourtoulou Castillon,0,F,lost,0
0,Port,0,Spain,0,GNBS Uva,0,L,won,0
0,Port,0,Spain,0,JS Uva,0,(BR),won,0
0,Port,0,Spain,0,VNBS Uva,0,F,won,0
0,Spain,0,Portugal,0,D Zarzosa Pena,0,(H),lost,0
0,Port,0,Romania,0,ED Acosta,0,L,won,0
0,Rom,0,Portugal,0,M Adascalitei,0,(P),lost,0
0,Port,0,Romania,0,AM Aguilar,0,FB,won,0
0,Rom,0,Portugal,0,A Barbuliceanu,0,C,lost,0
0,Port,0,Romania,0,JDS Bardy,0,(BR),won,0
0,Rom,0,Portugal,0,DC Beca,0,H,lost,0
0,Rom,0,Portugal,0,SS Burcea,0,F,lost,0
0,Rom,0,Portugal,0,VN Calafeteanu,0,(SH),lost,0
0,Rom,0,Portugal,0,D Carpo,0,(BR),lost,0
0,Rom,0,Portugal,0,SE Ciuntu,0,W,lost,0
0,Rom,0,Portugal,0,F Corodeanu,0,F,lost,0
0,Port,0,Romania,0,JCGO Correia,0,H,won,0
0,Rom,0,Portugal,0,AM Coste,0,L,lost,0
0,Rom,0,Portugal,0,TI Dimofte,0,C,lost,0
0,Port,0,Romania,0,AATG Esteves,0,(W),won,0
0,Port,0,Romania,0,GFG Foro,0,W,won,0
0,Rom,0,Portugal,0,CM Gal,0,(C),lost,0
0,Port,0,Romania,0,TMMV Girao,0,N8,won,0
0,Rom,0,Portugal,0,P Ion,0,P,lost,0
0,Port,0,Romania,0,JHC Junior,0,(P),won,0
0,Port,0,Romania,0,PMDC Leal,0,(FB),won,0
0,Port,0,Romania,0,D Mateus,0,W,won,0
0,Port,0,Romania,0,DP Mateus,0,C,won,0
0,Port,0,Romania,0,JM Murre,0,P,won,0
0,Rom,0,Portugal,0,N Nere,0,P,lost,0
0,Rom,0,Portugal,0,CM Nicolae,0,FB,lost,0
0,Port,0,Romania,0,SCSP Palha,0,(F),won,0
0,Port,0,Romania,0,D Penalva,0,L,won,0
0,Rom,0,Portugal,0,CC Petre,0,L,lost,0
0,Port,0,Romania,0,JMD Pinto Neves,0,SH,won,0
0,Rom,0,Portugal,0,CA Ratiu,0,(L),lost,0
0,Port,0,Romania,0,PJA Silva,0,C,won,0
0,Port,0,Romania,0,RC Spachuk,0,P,won,0
0,Rom,0,Portugal,0,R Stanca,0,FH,lost,0
0,Rom,0,Portugal,0,F Tasca,0,(H),lost,0
0,Port,0,Romania,0,JS Uva,0,F,won,0
0,Port,0,Romania,0,VNBS Uva,0,F,won,0
0,Rom,0,Portugal,0,FA Vlaicu,0,(UB),lost,0
0,Fra,0,Italy,0,F Barcella,0,P,won,0
0,Fra,0,Italy,0,M Bastareaud,0,(C),won,0
0,Italy,0,France,0,M Bergamasco,0,C,lost,0
0,Italy,0,France,0,M Bergamasco,0,F,lost,0
0,Fra,0,Italy,0,J Bonnaire,0,F,won,0
0,Italy,0,France,0,M Bortolami,0,L,lost,0
0,Italy,0,France,0,GJ Canale,0,C,lost,0
0,Italy,0,France,0,PL Canavosio,0,(SH),lost,0
0,Italy,0,France,0,ML Castrogiovanni,0,(P),lost,0
0,Italy,0,France,0,CA del Fava,0,(L),lost,0
0,Italy,0,France,0,S Dellape,0,L,lost,0
0,Fra,0,Italy,0,TS Dusautoir,0,F,won,0
0,Fra,0,Italy,0,F Fritz,0,C,won,0
0,Italy,0,France,0,LL Ghiraldini,0,H,lost,0
0,Italy,0,France,0,PR Griffen,0,SH,lost,0
0,Fra,0,Italy,0,I Harinordoquy,0,N8,won,0
0,Fra,0,Italy,0,Y Jauzion,0,C,won,0
0,Italy,0,France,0,LJ McLean,0,FH,lost,0
0,Fra,0,Italy,0,S Marconnet,0,P,won,0
0,Fra,0,Italy,0,F Michalak,0,(SH),won,0
0,Fra,0,Italy,0,L Nallet,0,L,won,0
0,Italy,0,France,0,CH Nieto,0,P,lost,0
0,Italy,0,France,0,L Orquera,0,(FH),lost,0
0,Italy,0,France,0,S Perugini,0,P,lost,0
0,Fra,0,Italy,0,LGP Picamoles,0,(N8),won,0
0,Italy,0,France,0,M Pratichetti,0,W,lost,0
0,Italy,0,France,0,R Quartaroli,0,(W),lost,0
0,Italy,0,France,0,G Rubini,0,W,lost,0
0,Italy,0,France,0,HF Sbaraglini,0,(H),lost,0
0,Fra,0,Italy,0,W Servat,0,(H),won,0
0,Italy,0,France,0,JW Sole,0,(L),lost,0
0,Fra,0,Italy,0,D Szarzewski,0,H,won,0
0,Fra,0,Italy,0,J Thion,0,(L),won,0
0,Fra,0,Italy,0,D Traille,0,FB,won,0
0,Italy,0,France,0,A Zanni,0,F,lost,0
0,Eng,0,Scotland,0,DA Armitage,0,FB,won,0
0,Scot,0,England,0,MRL Blair,0,SH,lost,0
0,Eng,0,Scotland,0,SW Borthwick,0,L,won,0
0,Scot,0,England,0,KDR Brown,0,(N8),lost,0
0,Eng,0,Scotland,0,TR Croft,0,F,won,0
0,Eng,0,Scotland,0,MJ Cueto,0,W,won,0
0,Scot,0,England,0,CP Cusiter,0,(SH),lost,0
0,Scot,0,England,0,SCJ Danielli,0,W,lost,0
0,Scot,0,England,0,NJ de Luca,0,(W),lost,0
0,Scot,0,England,0,AG Dickinson,0,P,lost,0
0,Eng,0,Scotland,0,NJ Easter,0,N8,won,0
0,Eng,0,Scotland,0,HA Ellis,0,SH,won,0
0,Scot,0,England,0,MB Evans,0,C,lost,0
0,Scot,0,England,0,TH Evans,0,W,lost,0
0,Scot,0,England,0,RW Ford,0,H,lost,0
0,Eng,0,Scotland,0,AJ Goode,0,(FH),won,0
0,Scot,0,England,0,SD Gray,0,F,lost,0
0,Scot,0,England,0,DWH Hall,0,(H),lost,0
0,Scot,0,England,0,JL Hamilton,0,L,lost,0
0,Eng,0,Scotland,0,DM Hartley,0,(H),won,0
0,Eng,0,Scotland,0,JAW Haskell,0,(F),won,0
0,Scot,0,England,0,NJ Hines,0,(L),lost,0
0,Eng,0,Scotland,0,NJ Kennedy,0,(L),won,0
0,Scot,0,England,0,MJ Low,0,(P),lost,0
0,Eng,0,Scotland,0,LA Mears,0,H,won,0
0,Scot,0,England,0,GA Morrison,0,C,lost,0
0,Scot,0,England,0,EA Murray,0,P,lost,0
0,Eng,0,Scotland,0,SD Shaw,0,L,won,0
0,Eng,0,Scotland,0,AJ Sheridan,0,P,won,0
0,Scot,0,England,0,HFG Southwell,0,(W),lost,0
0,Scot,0,England,0,AK Strokosch,0,F,lost,0
0,Scot,0,England,0,SM Taylor,0,N8,lost,0
0,Eng,0,Scotland,0,MJ Tindall,0,C,won,0
0,Eng,0,Scotland,0,PJ Vickery,0,P,won,0
0,Eng,0,Scotland,0,JM White,0,(P),won,0
0,Scot,0,England,0,JPR White,0,L,lost,0
0,Eng,0,Scotland,0,JPR Worsley,0,F,won,0
0,Wales,0,Ireland,0,H Bennett,0,(H),lost,0
0,Ire,0,Wales,0,RD Best,0,(H),won,0
0,Wales,0,Ireland,0,LM Byrne,0,FB,lost,0
0,Wales,0,Ireland,0,LC Charteris,0,(L),lost,0
0,Ire,0,Wales,0,TG Court,0,(P),won,0
0,Ire,0,Wales,0,GW D'Arcy,0,C,won,0
0,Ire,0,Wales,0,S Ferris,0,F,won,0
0,Ire,0,Wales,0,LM Fitzgerald,0,W,won,0
0,Ire,0,Wales,0,JP Flannery,0,H,won,0
0,Wales,0,Ireland,0,IM Gough,0,L,lost,0
0,Ire,0,Wales,0,JJ Hayes,0,P,won,0
0,Ire,0,Wales,0,JPR Heaslip,0,N8,won,0
0,Wales,0,Ireland,0,GL Henson,0,C,lost,0
0,Ire,0,Wales,0,MJ Horan,0,P,won,0
0,Wales,0,Ireland,0,GD Jenkins,0,P,lost,0
0,Wales,0,Ireland,0,AR Jones,0,P,lost,0
0,Wales,0,Ireland,0,AW Jones,0,L,lost,0
0,Wales,0,Ireland,0,DAR Jones,0,F,lost,0
0,Wales,0,Ireland,0,MA Jones,0,W,lost,0
0,Wales,0,Ireland,0,RP Jones,0,N8,lost,0
0,Ire,0,Wales,0,RDJ Kearney,0,FB,won,0
0,Ire,0,Wales,0,DP Leamy,0,(F),won,0
0,Ire,0,Wales,0,GEA Murphy,0,(FB),won,0
0,Ire,0,Wales,0,DF O'Callaghan,0,L,won,0
0,Ire,0,Wales,0,PJ O'Connell,0,L,won,0
0,Ire,0,Wales,0,TG O'Leary,0,SH,won,0
0,Wales,0,Ireland,0,WM Phillips,0,SH,lost,0
0,Wales,0,Ireland,0,M Rees,0,H,lost,0
0,Wales,0,Ireland,0,JH Roberts,0,(FB),lost,0
0,Wales,0,Ireland,0,TGL Shanklin,0,C,lost,0
0,Ire,0,Wales,0,PA Stringer,0,(SH),won,0
0,Ire,0,Wales,0,DP Wallace,0,F,won,0
0,Ire,0,Wales,0,PR Wallace,0,(W),won,0
0,Wales,0,Ireland,0,ME Williams,0,F,lost,0
0,Wales,0,Ireland,0,SM Williams,0,W,lost,0
0,Georg,0,Russia,0,I Abuseridze,0,SH,won,0
0,Russ,0,Georgia,0,V Artemyev,0,(W),lost,0
0,Russ,0,Georgia,0,M Babaev,0,C,lost,0
0,Georg,0,Russia,0,G Chkhaidze,0,F,won,0
0,Georg,0,Russia,0,L Datunashvili,0,L,won,0
0,Russ,0,Georgia,0,A Fatakhov,0,(F),lost,0
0,Russ,0,Georgia,0,AM Garbuzov,0,N8,lost,0
0,Georg,0,Russia,0,I Giorgadze,0,C,won,0
0,Georg,0,Russia,0,M Gorgodze,0,N8,won,0
0,Russ,0,Georgia,0,V Gresev,0,F,lost,0
0,Georg,0,Russia,0,D Kacharava,0,C,won,0
0,Russ,0,Georgia,0,A Khrokhin,0,P,lost,0
0,Russ,0,Georgia,0,I Klyuchnikov,0,FB,lost,0
0,Russ,0,Georgia,0,V Korshunov,0,H,lost,0
0,Georg,0,Russia,0,D Kubriashvili,0,(P),won,0
0,Russ,0,Georgia,0,K Kulemin,0,L,lost,0
0,Russ,0,Georgia,0,A Kuzin,0,W,lost,0
0,Russ,0,Georgia,0,E Matveev,0,(N8),lost,0
0,Georg,0,Russia,0,I Natriashvili,0,H,won,0
0,Russ,0,Georgia,0,AA Ostrikov,0,F,lost,0
0,Russ,0,Georgia,0,I Prishchepenko,0,P,lost,0
0,Russ,0,Georgia,0,A Shakirov,0,SH,lost,0
0,Georg,0,Russia,0,G Shvelidze,0,P,won,0
0,Russ,0,Georgia,0,A Travkin,0,(P),lost,0
0,Russ,0,Georgia,0,S Trishin,0,C,lost,0
0,Georg,0,Russia,0,R Urushadze,0,(L),won,0
0,Russ,0,Georgia,0,A Voytov,0,L,lost,0
0,Georg,0,Russia,0,I Zedginidze,0,L,won,0
0,Kazak,0,Japan,0,D Akymbekov,0,W,lost,0
0,Kazak,0,Japan,0,E Antonov,0,(P),lost,0
0,JPN,0,Kazakhstan,0,Y Aoki,0,H,won,0
0,Kazak,0,Japan,0,A Baratov,0,(L),lost,0
0,Kazak,0,Japan,0,M Bzhitskih,0,(H),lost,0
0,Kazak,0,Japan,0,V Chernikh,0,P,lost,0
0,Kazak,0,Japan,0,O Guselnokov,0,SH,lost,0
0,JPN,0,Kazakhstan,0,H Hirashima,0,P,won,0
0,Kazak,0,Japan,0,G Ivanchenko,0,(F),lost,0
0,JPN,0,Kazakhstan,0,T Kanai,0,(H),won,0
0,JPN,0,Kazakhstan,0,T Kitagawa,0,L,won,0
0,Kazak,0,Japan,0,T Mashurov,0,N8,lost,0
0,JPN,0,Kazakhstan,0,S Nakamura,0,(P),won,0
0,JPN,0,Kazakhstan,0,H Onozawa,0,W,won,0
0,JPN,0,Kazakhstan,0,PD O'Reilly,0,F,won,0
0,Kazak,0,Japan,0,I Ossikovskiy,0,H,lost,0
0,JPN,0,Kazakhstan,0,T Otao,0,(FH),won,0
0,Kazak,0,Japan,0,D Pichugin,0,FB,lost,0
0,Kazak,0,Japan,0,I Poplavskiy,0,F,lost,0
0,Kazak,0,Japan,0,A Rudov,0,F,lost,0
0,Kazak,0,Japan,0,Y Shekurov,0,L,lost,0
0,Kazak,0,Japan,0,M Solovyev,0,P,lost,0
0,Kazak,0,Japan,0,R Sorokodyuba,0,(SH),lost,0
0,Kazak,0,Japan,0,P Stikhin,0,(C),lost,0
0,JPN,0,Kazakhstan,0,F Tanaka,0,(SH),won,0
0,Kazak,0,Japan,0,Z Tasspolatov,0,W,lost,0
0,JPN,0,Kazakhstan,0,T Taufa,0,N8,won,0
0,JPN,0,Kazakhstan,0,H Yamashita,0,P,won,0
0,Kazak,0,Japan,0,A Zaharov,0,C,lost,0
0,Kazak,0,Japan,0,S Zhanseitov,0,L,lost,0
0,Urug,0,Paraguay,0,CM Arboleya Sarazola,0,H,won,0
0,Urug,0,Paraguay,0,I Barcos,0,N8,won,0
0,Urug,0,Paraguay,0,J Campomar,0,(SH),won,0
0,Urug,0,Paraguay,0,F Capo Ortega,0,P,won,0
0,Urug,0,Paraguay,0,I Conti,0,F,won,0
0,Urug,0,Paraguay,0,A Giuria,0,(N8),won,0
0,Urug,0,Paraguay,0,J Labat,0,W,won,0
0,Urug,0,Paraguay,0,JM Llovet,0,C,won,0
0,Urug,0,Paraguay,0,M Martinez,0,SH,won,0
0,Urug,0,Paraguay,0,JP Rombys,0,(P),won,0
0,Urug,0,Paraguay,0,MM Sagario Cagnani,0,P,won,0
0,Urug,0,Brazil,0,CM Arboleya Sarazola,0,H,won,0
0,Urug,0,Brazil,0,JC Bado,0,L,won,0
0,Urug,0,Brazil,0,I Barcos,0,F,won,0
0,Urug,0,Brazil,0,F Capo Ortega,0,P,won,0
0,Urug,0,Brazil,0,L de Oliveira,0,L,won,0
0,Urug,0,Brazil,0,MA Espiga Telleria,0,(P),won,0
0,Urug,0,Brazil,0,M Fonseca,0,(L),won,0
0,Urug,0,Brazil,0,A Giuria,0,F,won,0
0,Urug,0,Brazil,0,J Labat,0,W,won,0
0,Urug,0,Brazil,0,JM Llovet,0,C,won,0
0,Urug,0,Brazil,0,M Martinez,0,(SH),won,0
0,Urug,0,Brazil,0,JP Rombys,0,(H),won,0
0,Urug,0,Brazil,0,MM Sagario Cagnani,0,P,won,0
0,Urug,0,Brazil,0,A Silveira,0,(C),won,0
0,HK,0,Japan,0,J Abel,0,H,lost,0
0,HK,0,Japan,0,T Alexander,0,(SH),lost,0
0,HK,0,Japan,0,KK Chun,0,F,lost,0
0,HK,0,Japan,0,N Clarke,0,F,lost,0
0,JPN,0,Hong Kong,0,A Goromaru,0,(FB),won,0
0,HK,0,Japan,0,S Hempel,0,C,lost,0
0,HK,0,Japan,0,N Hobler,0,P,lost,0
0,HK,0,Japan,0,N Hurrell,0,L,lost,0
0,JPN,0,Hong Kong,0,T Kanai,0,H,won,0
0,JPN,0,Hong Kong,0,Y Kitagawa,0,L,won,0
0,HK,0,Japan,0,G Lai Tsz Leung,0,(P),lost,0
0,JPN,0,Hong Kong,0,MG Leitch,0,F,won,0
0,HK,0,Japan,0,S Leung,0,N8,lost,0
0,HK,0,Japan,0,M McKee,0,FB,lost,0
0,HK,0,Japan,0,K Marin,0,(N8),lost,0
0,HK,0,Japan,0,A Ng Wai Shing,0,(H),lost,0
0,JPN,0,Hong Kong,0,T Otao,0,FH,won,0
0,HK,0,Japan,0,S Perkins,0,W,lost,0
0,HK,0,Japan,0,A Raby,0,(FB),lost,0
0,HK,0,Japan,0,E Rolston,0,(W),lost,0
0,HK,0,Japan,0,S Smith,0,W,lost,0
0,HK,0,Japan,0,P Spizziri,0,P,lost,0
0,JPN,0,Hong Kong,0,K Taira,0,C,won,0
0,HK,0,Japan,0,R Varty,0,C,lost,0
0,HK,0,Japan,0,A Washington,0,(L),lost,0
0,HK,0,Japan,0,J Wong Chun Kui,0,SH,lost,0
0,JPN,0,Hong Kong,0,H Yamashita,0,(P),won,0
0,JPN,0,Hong Kong,0,Y Yasue,0,(H),won,0
0,JPN,0,Hong Kong,0,H Yoshida,0,W,won,0
0,HK,0,Japan,0,I Zenovic,0,L,lost,0
0,Russ,0,Germany,0,V Artemyev,0,W,won,0
0,Germ,0,Russia,0,K Brenner,0,F,lost,0
0,Germ,0,Russia,0,BJ Brierley,0,W,lost,0
0,Germ,0,Russia,0,S Chaule,0,(W),lost,0
0,Germ,0,Russia,0,T Coly,0,H,lost,0
0,Germ,0,Russia,0,D Davies,0,FB,lost,0
0,Germ,0,Russia,0,K Davies,0,C,lost,0
0,Germ,0,Russia,0,L Eckert,0,(C),lost,0
0,Germ,0,Russia,0,RK Elloway,0,(H),lost,0
0,Germ,0,Russia,0,P Faber,0,P,lost,0
0,Russ,0,Germany,0,A Fatakhov,0,(L),won,0
0,Russ,0,Germany,0,AM Garbuzov,0,(F),won,0
0,Russ,0,Germany,0,V Gresev,0,F,won,0
0,Germ,0,Russia,0,C Grzanna,0,FH,lost,0
0,Germ,0,Russia,0,M Gungor,0,SH,lost,0
0,Germ,0,Russia,0,T Kasten,0,F,lost,0
0,Russ,0,Germany,0,A Khrokhin,0,P,won,0
0,Russ,0,Germany,0,V Korshunov,0,H,won,0
0,Germ,0,Russia,0,B Krause,0,(P),lost,0
0,Russ,0,Germany,0,A Kuzin,0,(C),won,0
0,Russ,0,Germany,0,V Marchenko,0,(H),won,0
0,Russ,0,Germany,0,AA Ostrikov,0,L,won,0
0,Germ,0,Russia,0,A Pipa,0,(BR),lost,0
0,Russ,0,Germany,0,I Prishchepenko,0,P,won,0
0,Russ,0,Germany,0,A Shakirov,0,SH,won,0
0,Germ,0,Russia,0,B Sieber,0,L,lost,0
0,Germ,0,Russia,0,B Simm,0,W,lost,0
0,Germ,0,Russia,0,T Tekkal,0,N8,lost,0
0,Germ,0,Russia,0,C von Grumbkow,0,C,lost,0
0,Russ,0,Germany,0,A Voytov,0,L,won,0
0,Germ,0,Russia,0,A Widiker,0,P,lost,0
0,Germ,0,Russia,0,M Wilhelm,0,L,lost,0
0,Russ,0,Germany,0,A Yanyushkin,0,(FH),won,0
0,Urug,0,Chile,0,CM Arboleya Sarazola,0,H,won,0
0,Urug,0,Chile,0,I Barcos,0,F,won,0
0,Urug,0,Chile,0,J Campomar,0,SH,won,0
0,Urug,0,Chile,0,F Capo Ortega,0,(P),won,0
0,Urug,0,Chile,0,I Conti,0,(F),won,0
0,Urug,0,Chile,0,L de Oliveira,0,L,won,0
0,Urug,0,Chile,0,F de Posadas,0,(FB),won,0
0,Urug,0,Chile,0,MA Espiga Telleria,0,(H),won,0
0,Urug,0,Chile,0,JJ Etcheverry Cavanna,0,FB,won,0
0,Urug,0,Chile,0,M Fonseca,0,L,won,0
0,Urug,0,Chile,0,A Giuria,0,F,won,0
0,Urug,0,Chile,0,J Labat,0,W,won,0
0,Urug,0,Chile,0,JM Llovet,0,C,won,0
0,Urug,0,Chile,0,M Martinez,0,(SH),won,0
0,Urug,0,Chile,0,J Pastore,0,C,won,0
0,Urug,0,Chile,0,JP Rombys,0,(P),won,0
0,Urug,0,Chile,0,MM Sagario Cagnani,0,P,won,0
0,Urug,0,Chile,0,A Silveira,0,(C),won,0
0,Korea,0,Japan,0,JY Chae,0,FB,lost,0
0,Korea,0,Japan,0,KK Han,0,N8,lost,0
0,Korea,0,Japan,0,W Heo,0,(H),lost,0
0,JPN,0,Korea,0,H Hirashima,0,P,won,0
0,Korea,0,Japan,0,YY Hun,0,SH,lost,0
0,Korea,0,Japan,0,MS Hwang,0,H,lost,0
0,Korea,0,Japan,0,YT Il,0,(FH),lost,0
0,Korea,0,Japan,0,DI Jeong,0,L,lost,0
0,JPN,0,Korea,0,N Kawamata,0,(P),won,0
0,JPN,0,Korea,0,T Kikutani,0,N8,won,0
0,Korea,0,Japan,0,GS Kim,0,P,lost,0
0,Korea,0,Japan,0,SS Kim,0,C,lost,0
0,Korea,0,Japan,0,YN Kim,0,(L),lost,0
0,Korea,0,Japan,0,YW Kim,0,(W),lost,0
0,JPN,0,Korea,0,T Kitagawa,0,L,won,0
0,JPN,0,Korea,0,Y Kitagawa,0,(L),won,0
0,Korea,0,Japan,0,PS Kyu,0,(F),lost,0
0,Korea,0,Japan,0,JM Lee,0,W,lost,0
0,JPN,0,Korea,0,MG Leitch,0,F,won,0
0,Korea,0,Japan,0,LK Moon,0,F,lost,0
0,JPN,0,Korea,0,Y Nakayama,0,F,won,0
0,JPN,0,Korea,0,T Otao,0,(FH),won,0
0,Korea,0,Japan,0,NH Park,0,C,lost,0
0,Korea,0,Japan,0,SK Park,0,P,lost,0
0,Korea,0,Japan,0,WY Park,0,(SH),lost,0
0,Korea,0,Japan,0,YC Shin,0,L,lost,0
0,JPN,0,Korea,0,T Taufa,0,(BR),won,0
0,JPN,0,Korea,0,L Thompson,0,L,won,0
0,JPN,0,Korea,0,K Tomioka,0,(W),won,0
0,Korea,0,Japan,0,YK Woo,0,F,lost,0
0,JPN,0,Korea,0,H Yamashita,0,P,won,0
0,JPN,0,Korea,0,Y Yasue,0,H,won,0
0,JPN,0,Korea,0,Y Yatomi,0,(SH),won,0
0,Korea,0,Japan,0,CK Yoo,0,W,lost,0
0,JPN,0,Korea,0,T Yoshida,0,SH,won,0
0,Arg,0,Chile,0,L Alcacer Mackinlay,0,SH,won,0
0,Arg,0,Chile,0,F Aranguren,0,L,won,0
0,Arg,0,Chile,0,LB Barrera Oro,0,(FB),won,0
0,Arg,0,Chile,0,CJ Caceres,0,L,won,0
0,Arg,0,Chile,0,F Cubelli,0,(SH),won,0
0,Arg,0,Chile,0,M de Achaval,0,F,won,0
0,Arg,0,Chile,0,I di Santi,0,(H),won,0
0,Arg,0,Chile,0,MR Guidone,0,H,won,0
0,Arg,0,Chile,0,JA Guzman,0,(BR),won,0
0,Arg,0,Chile,0,M Narvaez,0,P,won,0
0,Arg,0,Chile,0,S Piccaluga,0,C,won,0
0,Arg,0,Chile,0,G Roan,0,P,won,0
0,JPN,0,Singapore,0,Y Aoki,0,H,won,0
0,Sing,0,Japan,0,A Bennett,0,(L),lost,0
0,Sing,0,Japan,0,A Chew,0,W,lost,0
0,Sing,0,Japan,0,N Dance,0,P,lost,0
0,Sing,0,Japan,0,CR Gilbert,0,L,lost,0
0,Sing,0,Japan,0,B Goh,0,(H),lost,0
0,JPN,0,Singapore,0,A Goromaru,0,FB,won,0
0,JPN,0,Singapore,0,K Hatakeyama,0,P,won,0
0,Sing,0,Japan,0,TC Hong,0,(SH),lost,0
0,Sing,0,Japan,0,S Horsfall,0,L,lost,0
0,Sing,0,Japan,0,M Ismail,0,C,lost,0
0,JPN,0,Singapore,0,T Kanai,0,(H),won,0
0,JPN,0,Singapore,0,Y Kitagawa,0,L,won,0
0,Sing,0,Japan,0,A Lee,0,SH,lost,0
0,Sing,0,Japan,0,G Lee,0,(F),lost,0
0,Sing,0,Japan,0,J Lee,0,F,lost,0
0,Sing,0,Japan,0,I McMullen,0,W,lost,0
0,Sing,0,Japan,0,A Muir,0,(P),lost,0
0,JPN,0,Singapore,0,S Nakamura,0,P,won,0
0,JPN,0,Singapore,0,Y Nakayama,0,F,won,0
0,JPN,0,Singapore,0,T Otao,0,FH,won,0
0,Sing,0,Japan,0,G Pritchard,0,FB,lost,0
0,Sing,0,Japan,0,N Sin,0,P,lost,0
0,Sing,0,Japan,0,G Tan,0,H,lost,0
0,JPN,0,Singapore,0,F Tanaka,0,SH,won,0
0,JPN,0,Singapore,0,T Taufa,0,N8,won,0
0,Sing,0,Japan,0,D Thiam,0,(FB),lost,0
0,JPN,0,Singapore,0,K Tomioka,0,W,won,0
0,Sing,0,Japan,0,J Valentine,0,F,lost,0
0,Sing,0,Japan,0,D Wee,0,C,lost,0
0,Sing,0,Japan,0,BJ Wheeler,0,N8,lost,0
0,JPN,0,Singapore,0,H Yamashita,0,(P),won,0
0,Sing,0,Japan,0,M Zaki,0,(W),lost,0
0,Arg,0,Uruguay,0,B Agulla,0,W,won,0
0,Arg,0,Uruguay,0,L Alcacer Mackinlay,0,(SH),won,0
0,Urug,0,Argentina,0,R Alvarez,0,(L),lost,0
0,Arg,0,Uruguay,0,F Aranguren,0,L,won,0
0,Urug,0,Argentina,0,CM Arboleya Sarazola,0,H,lost,0
0,Urug,0,Argentina,0,I Barcos,0,F,lost,0
0,Arg,0,Uruguay,0,LB Barrera Oro,0,FB,won,0
0,Arg,0,Uruguay,0,CF Bettolli,0,P,won,0
0,Arg,0,Uruguay,0,R Bruno,0,(F),won,0
0,Urug,0,Argentina,0,G Campomar,0,(F),lost,0
0,Urug,0,Argentina,0,J Campomar,0,SH,lost,0
0,Urug,0,Argentina,0,R Capo Ortega,0,N8,lost,0
0,Arg,0,Uruguay,0,F Cubelli,0,SH,won,0
